protein_Id	nrPeptides	IDcolumn	fasta.id	description	protein_length	nr_tryptic_peptides	CON	REV	diff.B0403vsAll	diff.B0403vsAncestor	diff.B0804vsAll	diff.B0804vsAncestor	diff.B1002vsAll	diff.B1002vsAncestor	diff.PASNvsTSB_all	diff.PASNvsTSB_givenAncestor	diff.PASNvsTSB_givenB0403	diff.PASNvsTSB_givenB0804	diff.PASNvsTSB_givenB1002	p.value.B0403vsAll	p.value.B0403vsAncestor	p.value.B0804vsAll	p.value.B0804vsAncestor	p.value.B1002vsAll	p.value.B1002vsAncestor	p.value.PASNvsTSB_all	p.value.PASNvsTSB_givenAncestor	p.value.PASNvsTSB_givenB0403	p.value.PASNvsTSB_givenB0804	p.value.PASNvsTSB_givenB1002	FDR.B0403vsAll	FDR.B0403vsAncestor	FDR.B0804vsAll	FDR.B0804vsAncestor	FDR.B1002vsAll	FDR.B1002vsAncestor	FDR.PASNvsTSB_all	FDR.PASNvsTSB_givenAncestor	FDR.PASNvsTSB_givenB0403	FDR.PASNvsTSB_givenB0804	FDR.PASNvsTSB_givenB1002	statistic.B0403vsAll	statistic.B0403vsAncestor	statistic.B0804vsAll	statistic.B0804vsAncestor	statistic.B1002vsAll	statistic.B1002vsAncestor	statistic.PASNvsTSB_all	statistic.PASNvsTSB_givenAncestor	statistic.PASNvsTSB_givenB0403	statistic.PASNvsTSB_givenB0804	statistic.PASNvsTSB_givenB1002	mean_iBAQ	AGU	LocusTag	parsedProteinDescription	gene
lcl_CP006706.1_prot_AGU54441.1_557	15	lcl_CP006706.1_prot_AGU54441.1_557	lcl_CP006706.1_prot_AGU54441.1_557	[gene=pbp4] [locus_tag=RSAU_000598] [protein=penicillin binding protein 4, putative] [protein_id=AGU54441.1] [location=complement(646360..647655)] [gbkey=CDS] BLASTORTHO tr_Q2G2X6_Q2G2X6_STAA8 evalue=0	431	16	FALSE	FALSE	-0.004442538163549086	0.08766875639096129	0.3535304599707711	0.3561485049917015	-0.2277537084557246	-0.07981462132817031	-0.02233956917340837	-0.02096966833951847	-0.08331001954783848	0.215330638035756	-0.2004092268420325	0.9657841585557411	0.4928378286402898	0.002789575957673434	0.01083756788713888	0.03873767478414022	0.5322991456174364	0.8034661225684088	0.9072078680689963	0.6439084947747438	0.2407099731206137	0.2734976496712152	0.9779061520247131	0.7055720243626544	0.006790365356941845	0.02557770635031273	0.111908838265294	0.804639181819371	0.8370605249057639	0.9311117289679951	0.722147680045065	0.3574752314051921	0.3792959268739116	-0.04349799630005586	0.7001022790592685	3.461504679000996	2.842631032693957	-2.229993216269115	-0.6368095858910966	-0.2525702803721754	-0.1182227023287663	-0.4701692209482694	1.213608179945954	-1.129766943996157	3411.2431460156245	AGU54441.1	RSAU_000598	penicillin binding protein 4, putative	pbp4
lcl_CP006706.1_prot_AGU54442.1_558	24	lcl_CP006706.1_prot_AGU54442.1_558	lcl_CP006706.1_prot_AGU54442.1_558	[locus_tag=RSAU_000599] [protein=multidrug ABC transporter ATP-binding protein, putative] [protein_id=AGU54442.1] [location=648076..649803] [gbkey=CDS] BLASTORTHO tr_Q2G2E5_Q2G2E5_STAA8 evalue=0	575	24	FALSE	FALSE	-0.1628699083353272	-0.07670148770741797	0.4052931409426017	0.3494207992510287	-0.1818219745485045	-0.09091553736730096	-0.5476015050285503	-0.6076978641363127	-0.8914441690969103	-0.06265431449061165	-0.6286096723903669	0.00121829397658582	0.15903034605164099	1.856227559160174e-8	2.809407023704948e-6	4.51780703331168e-4	0.09912432067957368	1.499202578246021e-11	1.750108496701736e-7	4.683218760532914e-10	0.4062819340496249	1.063764519136687e-7	0.007750423382960853	0.3699228176946452	5.550120401888921e-7	3.777241324149199e-5	0.005097450199849782	0.3528007493250935	1.829639064879838e-10	1.98451696807815e-6	1.309882095749054e-8	0.5263197782006503	1.499668025098713e-6	-3.834049451525214	-1.469407998161909	9.540829000398372	6.706464244089848	-4.280191773410105	-1.739319265934542	-14.88506925256075	-8.213963940648227	-12.10177265770026	-0.8505520056333871	-8.505263691756111	20707.662243055554	AGU54442.1	RSAU_000599	multidrug ABC transporter ATP-binding protein, putative	NA
lcl_CP006706.1_prot_AGU54443.1_559	3	lcl_CP006706.1_prot_AGU54443.1_559	lcl_CP006706.1_prot_AGU54443.1_559	[locus_tag=RSAU_000600] [protein=nucleoside transporter, putative] [protein_id=AGU54443.1] [location=650166..651395] [gbkey=CDS] BLASTORTHO tr_Q2G2E4_Q2G2E4_STAA8 evalue=0	409	14	FALSE	FALSE	0.4940099762098029	0.05613872297333464	-0.9590677465356476	-1.033669569085753	0.04589942474715449	-0.2799441906236517	-0.299154340175206	-0.5269897749585996	-0.2421062910330794	-0.5964015150380793	0.168880220328934	9.815357659153552e-4	0.7198120563733736	4.807905577806676e-7	2.816995434994231e-6	0.7191916006732793	0.08620091216223257	0.01321867764196064	0.02665482561457355	0.2815056823718483	0.01377434784559201	0.4491432962319627	0.0068784186095787	0.8649088878307555	5.459102915560238e-6	3.777241324149199e-5	0.8281320485287952	0.3331062388565605	0.02074742580024268	0.05474333559260935	0.3667321733651601	0.0375500699964617	0.5551375612623138	3.931081601302602	0.3644060182286843	-7.631776187466839	-6.705079101574115	0.3652444137226959	-1.815598447508383	-2.748786543003131	-2.415109814552973	-1.110416064202471	-2.73144882351184	0.7738219958438758	1996.6830360119045	AGU54443.1	RSAU_000600	nucleoside transporter, putative	NA
lcl_CP006706.1_prot_AGU54457.1_573	6	lcl_CP006706.1_prot_AGU54457.1_573	lcl_CP006706.1_prot_AGU54457.1_573	[gene=sak] [locus_tag=RSAU_000617] [protein=staphylokinase precursor] [protein_id=AGU54457.1] [location=666501..666992] [gbkey=CDS] BLASTORTHO tr_Q2FWV3_Q2FWV3_STAA8 evalue=1.91318e-117	163	9	FALSE	FALSE	1.061564022014055	0.7063656954713335	-1.260393316412009	-1.035102308348214	0.0790861996790111	-0.03049267127994904	1.358293324413733	1.093571254815382	1.555621213654545	1.220318171765328	1.563662657419679	2.2026834288183e-7	3.646556016877685e-4	1.753765233428655e-8	5.022799136617335e-6	0.5554051861079194	0.8523421892972836	5.742380208532497e-10	1.502195225243935e-4	2.289391203690878e-6	4.633978927926903e-5	2.180763693782891e-6	1.519851565884627e-5	0.01849614246338515	5.441421622480208e-7	5.856286556319376e-5	0.6905037448909268	0.9551461562292147	4.239436252719053e-9	6.476053609288944e-4	1.576946329109463e-5	3.543298521719717e-4	1.901828802717637e-5	8.065890680690424	4.378185042829635	-9.576619491648076	-6.411126067460581	0.6009064246091341	-0.1888373369792009	11.91705860112044	4.785491485358682	6.812564825681731	5.336389120362053	6.841388171980772	5731.448687500001	AGU54457.1	RSAU_000617	staphylokinase precursor	sak
lcl_CP006706.1_prot_AGU54458.1_574	2	lcl_CP006706.1_prot_AGU54458.1_574	lcl_CP006706.1_prot_AGU54458.1_574	[gene=scn] [locus_tag=RSAU_000620] [protein=staphylococcal complement inhibitor SCIN] [protein_id=AGU54458.1] [location=669207..669557] [gbkey=CDS] BLASTORTHO sp_Q2FWV6_SCIN_STAA8 evalue=4.29923e-79	116	4	FALSE	FALSE	0.5977020584509776	0.2244703720599476	-1.309929035401978	-1.206252948329769	0.4138187479132862	0.08655788915667903	-0.7288702050231382	-0.3099045609289363	-0.8558389795881106	-1.221117721709893	-0.5286195578656128	1.395129447596154e-4	0.1575690045504129	3.946238742841578e-9	2.920129732089719e-7	0.003705461735197233	0.5769262032946021	2.39729833649308e-6	0.1678037930264331	8.988523372213576e-4	2.344455280856246e-5	0.02472456110591769	0.001813668281875	0.3674597730639258	2.359850768219264e-7	8.652061802981957e-6	0.02348974683019023	0.8362493361772189	7.81955130121561e-6	0.2474081140681295	0.002750775867483535	2.07038515647446e-4	0.05347007159584276	4.814354672622593	1.474876881255381	-10.55118161837277	-7.92023036690457	3.333216264635908	0.5682350516372147	-6.779113351324611	-1.437591452834723	-3.973282631426268	-5.660979243074077	-2.451771373164534	94484.43762187501	AGU54458.1	RSAU_000620	staphylococcal complement inhibitor SCIN	scn
lcl_CP006706.1_prot_AGU54460.1_576	6	lcl_CP006706.1_prot_AGU54460.1_576	lcl_CP006706.1_prot_AGU54460.1_576	[locus_tag=RSAU_000622] [protein=YitT family protein, putative] [protein_id=AGU54460.1] [location=672981..673814] [gbkey=CDS] BLASTORTHO tr_Q2G2E2_Q2G2E2_STAA8 evalue=0	277	9	FALSE	FALSE	0.1582307385693133	0.1643784630847099	-0.2452651653225756	-0.1382434648342069	0.1479749722968956	0.1566866383803966	0.04208186571017632	-0.1748617206186256	0.08156554731029442	-0.03305282335429333	0.2946764595033299	0.1628561570800072	0.2334615527151942	0.0367956775860642	0.313803966565433	0.1903708792847048	0.2556387661405796	0.6602949176027648	0.3667444132194198	0.6706350139189448	0.863074485227806	0.1361883117641908	0.2818287985851327	0.4653820748703825	0.0628680434184754	0.4099984968568282	0.3381439182542182	0.5694192011145762	0.7088983136920168	0.4655215720037546	0.7489366217146836	0.9059392336570888	0.2176923142010723	1.455204330313916	1.233048676297788	-2.255635876313788	-1.036399336676048	1.360884885019966	1.174310394369962	0.446886749382958	-0.9260390899669216	0.4323678144554956	-0.1749671984597613	1.560378550378092	4342.864847685185	AGU54460.1	RSAU_000622	YitT family protein, putative	NA
lcl_CP006706.1_prot_AGU54461.1_577	6	lcl_CP006706.1_prot_AGU54461.1_577	lcl_CP006706.1_prot_AGU54461.1_577	[gene=fhuC] [locus_tag=RSAU_000623] [protein=ferrichrome transport ATP-binding protein, putative] [protein_id=AGU54461.1] [location=674104..674892] [gbkey=CDS] BLASTORTHO tr_Q2G1Z3_Q2G1Z3_STAA8 evalue=0	262	15	FALSE	FALSE	0.2157706741563271	0.1206544181405691	-0.2410023355824505	-0.221925339163514	-0.02966645520944478	-0.06342342888375972	0.3778887590284582	0.1386953706016824	0.1136318696021602	0.8349670263485325	0.4242607695614577	0.002376539735669951	0.1247803454554638	9.474677207760411e-4	0.008360202201816828	0.6329408689135294	0.4089501223551708	1.186059869218613e-6	0.2079193848369497	0.2975789580631047	3.231874264852361e-7	8.530143231016308e-4	0.01308103195322414	0.3283713994569256	0.002675825314608209	0.02089481829215988	0.7571175263910102	0.7229863194645857	4.084052601493651e-6	0.2967169747924059	0.3833431657951789	6.399111044407675e-6	0.003087648370300304	3.533722718338057	1.610280479540597	-3.946947061968315	-2.962968763906395	-0.4858539148384052	-0.8455515362471488	7.146170794029376	1.306509332637413	1.072856035762097	7.876692279974681	3.997847325336504	6108.322438333333	AGU54461.1	RSAU_000623	ferrichrome transport ATP-binding protein, putative	fhuC
lcl_CP006706.1_prot_AGU54464.1_580	10	lcl_CP006706.1_prot_AGU54464.1_580	lcl_CP006706.1_prot_AGU54464.1_580	[gene=dhaK] [locus_tag=RSAU_000626] [protein=dihydroxyacetone kinase, subunit K, putative] [protein_id=AGU54464.1] [location=677179..678147] [gbkey=CDS] BLASTORTHO tr_Q2G1Z0_Q2G1Z0_STAA8 evalue=0	322	14	FALSE	FALSE	-0.4168194957072117	-0.2072670472630876	0.8039366663746209	0.7083000742982869	-0.2466537379776477	-0.07964272896591451	1.412303140446842	1.516366329605499	1.653893440852144	1.23133111440162	1.247621676928105	0.003668818025382079	0.1925792512669433	4.690361342096866e-6	2.135430732973264e-4	0.0638197669996101	0.6095792614804219	1.304189446796081e-10	1.625119595452717e-6	4.905517770755377e-7	2.277748149456979e-5	1.923970627152243e-5	0.01764573602556421	0.4158947186461219	3.144544523912651e-5	0.00102155892095622	0.1559845531298372	0.8490076847255537	1.155768467655927e-9	1.354492823217842e-5	4.527792902407213e-6	2.030542307643876e-4	1.167916519754117e-4	-3.337715474844752	-1.353868697733838	6.437587204506688	4.623432746879093	-1.975099549457215	-0.5197773927695247	13.05865900809411	6.992969507504914	7.633303269747765	5.674864845770922	5.7526618301801	19018.208955654765	AGU54464.1	RSAU_000626	dihydroxyacetone kinase, subunit K, putative	dhaK
lcl_CP006706.1_prot_AGU54465.1_581	12	lcl_CP006706.1_prot_AGU54465.1_581	lcl_CP006706.1_prot_AGU54465.1_581	[gene=dhaL] [locus_tag=RSAU_000627] [protein=dihydroxyacetone kinase, phosphatase subunit L, putative] [protein_id=AGU54465.1] [location=678189..678773] [gbkey=CDS] BLASTORTHO tr_Q2G0E9_Q2G0E9_STAA8 evalue=5.6703e-142	194	10	FALSE	FALSE	-0.05616887941277413	0.05587370788008927	0.549446910106484	0.5100855500195329	-0.3626108741074835	-0.1739577881409428	1.482437558063801	1.528418412912185	1.715810949484048	1.223167618085031	1.462353251773939	0.6985660231139319	0.7531554280313403	0.001177317328695471	0.009312092953372793	0.02052037555508609	0.3337422474387833	5.187850800582048e-10	8.21583315614512e-6	1.83177393163748e-6	1.101358299838055e-4	1.420836088811225e-5	0.7972184767597925	0.8849818607369545	0.003254402600430933	0.02277804894187193	0.07309160131573872	0.655135784772937	3.894144073742341e-9	5.300628908671559e-5	1.300559491462611e-5	7.294559725335852e-4	9.209699991847626e-5	-0.3935177911403271	0.3193394550092541	3.849411572287992	2.913097932450614	-2.540442887842056	-0.9933923055038737	11.99262875760895	6.167474316050604	6.928425727575099	4.931826898648191	5.899700798719152	28487.3359525	AGU54465.1	RSAU_000627	dihydroxyacetone kinase, phosphatase subunit L, putative	dhaL
lcl_CP006706.1_prot_AGU54466.1_582	2	lcl_CP006706.1_prot_AGU54466.1_582	lcl_CP006706.1_prot_AGU54466.1_582	[gene=dhaM] [locus_tag=RSAU_000628] [protein=dihydroxyacetone kinase, phosphotransfer subunit, putative] [protein_id=AGU54466.1] [location=678766..679128] [gbkey=CDS] BLASTORTHO tr_Q2G0E8_Q2G0E8_STAA8 evalue=2.68314e-83	120	4	FALSE	FALSE	-0.02805514951260126	0.2084788660904602	0.7172682077429905	0.767471384032154	-0.3831860872638412	-0.05786933722296983	1.276060854283704	1.228006699572223	1.632345589577794	1.054801291767684	1.189089836217115	0.8336335687591309	0.212778551780338	3.571046836369401e-5	1.610740794628688e-4	0.009334688186654826	0.7243071179959073	1.559945647342322e-9	4.255378627819351e-5	1.208847506902733e-6	2.210183496364184e-4	6.136974847896483e-5	0.8982213948071357	0.4425212250010219	1.67708325247296e-4	8.136586701889067e-4	0.04489659680122991	0.9091344425130647	1.036497219011899e-8	2.186004554595472e-4	9.298052073926857e-6	0.001235369739564561	3.118381528402684e-4	-0.213117916370918	1.29189684644766	5.448650553247956	4.752416119763129	-2.910831769522899	-0.3582962017262661	11.1930418687137	5.372562814827893	7.14693977047465	4.611542894431275	5.201362365320136	9348.093010416667	AGU54466.1	RSAU_000628	dihydroxyacetone kinase, phosphotransfer subunit, putative	dhaM
lcl_CP006706.1_prot_AGU54467.1_583	4	lcl_CP006706.1_prot_AGU54467.1_583	lcl_CP006706.1_prot_AGU54467.1_583	[locus_tag=RSAU_000629] [protein=hypothetical protein] [protein_id=AGU54467.1] [location=679244..679741] [gbkey=CDS] BLASTORTHO tr_Q2G0E7_Q2G0E7_STAA8 evalue=1.65657e-122	165	4	FALSE	FALSE	-0.02478651655225015	0.2682948369107553	0.8039162005127308	0.8898218747094913	-0.3966167181938902	-0.01057781432047467	0.9422906206623721	1.100338251652583	0.6981282274369971	0.8277352355927712	1.142960767967137	0.8361210940688358	0.0803795935610178	2.270138185894001e-6	8.616378145335957e-6	0.003505096487703421	0.9426170553083852	3.142949990879259e-8	4.318380985047413e-5	0.003158741136077383	7.898042131261422e-4	2.798786405269422e-5	0.8986178435064863	0.2517549534175275	1.794109209468651e-5	8.243899298428205e-5	0.02237773344818483	0.9838505292502142	1.561898139511743e-7	2.195568158430356e-4	0.008088260954818103	0.00348737494105698	1.571175002958133e-4	-0.2098811876461185	1.853102618133763	6.807204496682284	6.141979068415506	-3.358373802924829	-0.07299693139974527	9.213237221218359	5.36562298638998	3.40722285335894	4.034056866886687	5.572648776391219	1804.43418125	AGU54467.1	RSAU_000629	hypothetical protein	NA
lcl_CP006706.1_prot_AGU54469.1_585	7	lcl_CP006706.1_prot_AGU54469.1_585	lcl_CP006706.1_prot_AGU54469.1_585	[locus_tag=RSAU_000631] [protein=esterase/lipase putative] [protein_id=AGU54469.1] [location=681415..682458] [gbkey=CDS] BLASTORTHO tr_Q2G0E5_Q2G0E5_STAA8 evalue=0	347	14	FALSE	FALSE	-0.2567324987499069	-0.11821059134066671	0.4134590405513505	0.3844330631352763	-0.05760816483909226	0.03113265909244425	-0.2088399659954575	-0.1346956525623059	-0.343847811526631	0.1561079457674052	-0.5129243456602984	0.06519186377796138	0.4702444495819641	0.00539108957653262	0.0276370845711206	0.6646890735594608	0.848270914049962	0.08161937280349016	0.560310953180221	0.1469512820301328	0.5007243305285473	0.03658002692508119	0.1433262299236063	0.6902462740648444	0.0118815905409085	0.05678895341962925	0.7845080249774163	0.9551461562292147	0.1104262102635455	0.6526781392041446	0.2142749341450435	0.6125508223580849	0.07319909336662458	-1.963966481047269	-0.7376771570161378	3.162901856534478	2.397281241886209	-0.4406941284392577	0.1941125807296884	-1.844744421794607	-0.5934416338161302	-1.516074404607062	0.6873024234651068	-2.259437238909797	1315.5257782738092	AGU54469.1	RSAU_000631	esterase/lipase putative	NA
lcl_CP006706.1_prot_AGU54471.1_587	8	lcl_CP006706.1_prot_AGU54471.1_587	lcl_CP006706.1_prot_AGU54471.1_587	[locus_tag=RSAU_000633] [protein=acetyltransferase, GNAT family, putative] [protein_id=AGU54471.1] [location=complement(683423..683929)] [gbkey=CDS] BLASTORTHO tr_Q2G0E2_Q2G0E2_STAA8 evalue=1.93183e-126	168	8	FALSE	FALSE	0.044001863640225763	0.1294088412001382	0.5386527284051756	0.5003969897738506	-0.4541113340854428	-0.2441760570941132	0.741812732184714	0.6960394097766203	0.5664570481114181	1.656182210608665	0.04857226024215378	0.8778245773835394	0.7126532611867821	0.07237959605761762	0.1655864278741483	0.12498194706111	0.4895959767454628	0.007122727387092916	0.1725068618061768	0.2624955044940577	0.003387354076962419	0.9221347325282796	0.9236465054698356	0.8635068712190207	0.1103733284117693	0.2457045783560667	0.2505224726565713	0.7734975705501903	0.01177711791008727	0.2537424044334565	0.3456808647291104	0.01177747323247007	0.9442941690281399	0.1559320122849642	0.3741804637447048	1.908855600975505	1.44549382228081	-1.609261250939813	-0.7054540630770771	3.03548341272085	1.420994333197418	1.156938475782077	3.377241207396592	0.09913362077683602	2515.964183854167	AGU54471.1	RSAU_000633	acetyltransferase, GNAT family, putative	NA
lcl_CP006706.1_prot_AGU54472.1_588	6	lcl_CP006706.1_prot_AGU54472.1_588	lcl_CP006706.1_prot_AGU54472.1_588	[locus_tag=RSAU_000634] [protein=NAD-dependent epimerase/dehydratase, putative] [protein_id=AGU54472.1] [location=684042..684965] [gbkey=CDS] BLASTORTHO sp_Q2G0E1_GRAX_STAA8 evalue=0	307	16	FALSE	FALSE	-0.05558411041420543	0.05738172191224836	0.2728771266587795	0.3037276497169871	-0.08519994328070415	0.03516984726237429	-0.1579744602896157	-0.3588560415854471	0.08994153236195707	0.1977436351083362	-0.5607269670433088	0.7257130346103896	0.7675222604376334	0.09725685843936291	0.1299235289097762	0.5916130065245679	0.8562327999231554	0.2574720613853375	0.2017675969464295	0.7434791773940815	0.4750929591731567	0.05318290161784515	0.8179988497576617	0.8944867469358524	0.1433679573050264	0.202091043697933	0.7210283517018172	0.9556323685284946	0.3085536928024686	0.2891074342159647	0.8092350008664354	0.5890902150327672	0.1002190357120198	-0.3563692652203269	0.3001347870001803	1.749511153424357	1.587362178752888	-0.5462467773163894	0.183801355442251	-1.169515092557348	-1.325219096316992	0.3323552712128665	0.7296111535890409	-2.070251320605722	612.4873114583332	AGU54472.1	RSAU_000634	NAD-dependent epimerase/dehydratase, putative	NA
lcl_CP006706.1_prot_AGU54473.1_589	6	lcl_CP006706.1_prot_AGU54473.1_589	lcl_CP006706.1_prot_AGU54473.1_589	[locus_tag=RSAU_000635] [protein=two-component DNA-binding response regulator, putative] [protein_id=AGU54473.1] [location=684981..685655] [gbkey=CDS] BLASTORTHO sp_Q2G0E0_GRAR_STAA8 evalue=6.41595e-167	224	11	FALSE	FALSE	-0.3616931489379653	-0.2267312757128415	0.2156826338830495	0.2063005614029197	0.2053952963757591	0.1985850582724519	0.8679105694741474	1.131005913191182	1.173208989973473	0.7280081117905085	0.4394192629414259	0.06499179667633175	0.3281306351108322	0.2564590169511241	0.3729153400826889	0.2790391242319406	0.3906437396775867	3.589552453033982e-5	0.00235350550346373	0.001745966247800987	0.03535757411192481	0.18604663245766	0.143061697223729	0.5652514525588487	0.3286339117216547	0.4698528667571327	0.4360593979722138	0.7095991777656653	9.239106313834955e-5	0.006989537772985141	0.004789084239882055	0.07870721527163381	0.2786241500464158	-1.965576672828822	-1.005260328992343	1.172100591729794	0.9138823638295537	1.116195328693376	0.8797401900285572	5.446205850248332	3.540490372317945	3.674618574143165	2.276696699328702	1.375211994353109	2135.7945935606062	AGU54473.1	RSAU_000635	two-component DNA-binding response regulator, putative	NA
lcl_CP006706.1_prot_AGU54474.1_590	7	lcl_CP006706.1_prot_AGU54474.1_590	lcl_CP006706.1_prot_AGU54474.1_590	[locus_tag=RSAU_000636] [protein=two-component sensor histidine kinase, putative] [protein_id=AGU54474.1] [location=685648..686688] [gbkey=CDS] BLASTORTHO sp_Q2G0D9_GRAS_STAA8 evalue=0	346	19	FALSE	FALSE	-0.006447538306108873	0.09512076063428794	-0.01440667322031374	0.08915140944863428	0.1541294306782487	0.2155534873725561	0.001449355113660303	0.02832241751034911	0.01181512555561143	-0.04657399842427173	0.01223387581295238	0.9487986798450889	0.4435379149670419	0.8859329739529485	0.4724539174748508	0.1369833975871215	0.09306497592185096	0.9867005567765749	0.8710258652941851	0.9459259946059383	0.7896751776688127	0.944078033484195	0.9698830949527575	0.6654356621218914	0.910810174940739	0.5657743457635599	0.2691656246125915	0.3464800392729698	0.9878017850765487	0.9043781320562821	0.9620823063595383	0.853506597025951	0.9573533330356221	-0.06511822039241469	0.7835191762561491	-0.1455031172118868	0.7339882629543633	1.556661435629495	1.77393238234155	0.01690257095261925	0.1647000495324805	0.06878104016765513	-0.2707680201831652	0.0711370349547716	1242.8612247807018	AGU54474.1	RSAU_000636	two-component sensor histidine kinase, putative	NA
lcl_CP006706.1_prot_AGU54475.1_591	3	lcl_CP006706.1_prot_AGU54475.1_591	lcl_CP006706.1_prot_AGU54475.1_591	[gene=bceA] [locus_tag=RSAU_000637] [protein=bacitracin ABC transporter ATP-binding protein, putative] [protein_id=AGU54475.1] [location=686832..687593] [gbkey=CDS] BLASTORTHO tr_Q2G0D8_Q2G0D8_STAA8 evalue=0	253	13	FALSE	FALSE	-0.7150467021326141	-0.750354584197884	0.4373100345164026	0.1139129682888785	-0.007689409181686521	-0.2198366144846883	0.1083275980112909	0.122486255473712	-0.05176822638120848	0.5297472687728528	-0.1671549058201928	0.006284145893454347	0.01637932151358	0.07477642086068871	0.6926966056145478	0.973833757150035	0.4483270039397571	0.5951147499553846	0.7637287455866032	0.8987521354115138	0.2039830272719373	0.6820730893576503	0.02597640030612234	0.1111832351251803	0.1131103701720704	0.7656339738350929	0.983150118360812	0.7513234449530456	0.649018760741617	0.822172890099272	0.9290080432443757	0.3150181233977947	0.7551492900593358	-3.092892325415963	-2.648115970111326	1.891558754902593	0.401644597773976	-0.03326008577354509	-0.7752043133388846	0.5410518355363833	0.3052077633800119	-0.1290552524891849	1.318558980923064	-0.4163973573709694	546.7629439102565	AGU54475.1	RSAU_000637	bacitracin ABC transporter ATP-binding protein, putative	bceA
lcl_CP006706.1_prot_AGU54476.1_592	4	lcl_CP006706.1_prot_AGU54476.1_592	lcl_CP006706.1_prot_AGU54476.1_592	[gene=bceB] [locus_tag=RSAU_000638] [protein=bacitracin export ABC transporter permease, putative] [protein_id=AGU54476.1] [location=687583..689472] [gbkey=CDS] BLASTORTHO tr_Q2G0D7_Q2G0D7_STAA8 evalue=0	629	25	FALSE	FALSE	-0.6100517879162234	-0.5375544924290417	0.5434949674627257	0.3276055741051701	-0.04013071486900135	-0.1101136876436252	0.1362508737891209	0.3259994196040916	0.2454754853854048	0.06738442488922947	-0.09385583472224229	0.004704339689466487	0.03242844734372416	0.01012643232835634	0.1751686962630497	0.8343815419454926	0.6408566910356455	0.4164950436719834	0.3340806930327421	0.4642223800165672	0.8398997291604775	0.7783657094208244	0.02142026752005807	0.1570801824840214	0.02076207953951002	0.2561981648369605	0.9006962700960555	0.8706911611642664	0.4738060293896882	0.4334708576035094	0.5564639698120669	0.8910611339824355	0.8363528396355564	-3.224938380983712	-2.318451104221236	2.873096702869981	1.411711372651243	-0.2121444198687095	-0.4745240503064167	0.831693641339969	0.9927151045295858	0.7479098669948082	0.2049890850287132	-0.28573235863491	222.14680233333334	AGU54476.1	RSAU_000638	bacitracin export ABC transporter permease, putative	bceB
lcl_CP006706.1_prot_AGU54477.1_593	8	lcl_CP006706.1_prot_AGU54477.1_593	lcl_CP006706.1_prot_AGU54477.1_593	[locus_tag=RSAU_000639] [protein=phosphate transport regulator, putative] [protein_id=AGU54477.1] [location=690197..690814] [gbkey=CDS] BLASTORTHO tr_Q2G0D6_Q2G0D6_STAA8 evalue=6.55965e-152	205	11	FALSE	FALSE	0.5709574532878242	0.3686238798971207	-0.4640835226689567	-0.407656852070465	-0.1863328773771973	-0.1993438681016454	-0.1189010485070412	0.08425880289601556	-0.2980124200582051	-0.4105827129290864	0.1487321360631111	5.196958025029349e-6	0.003479901796508694	6.183736185613727e-5	0.001588852634773746	0.05169349485875809	0.08604849217976958	0.1420452560106535	0.5941316618891997	0.070752721065051	0.01658363230465557	0.3509889767235955	1.553890449483775e-4	0.04887923600326827	2.62260584326029e-4	0.005343318621754832	0.1349899996748355	0.3331062388565605	0.1813730884577313	0.6828134762866663	0.116304116728481	0.04308537619483029	0.4642446617684773	6.386091301837411	3.362267365155656	-5.190719081388847	-3.716912168513475	-2.084111102522028	-1.816556153646616	-1.535629439671736	0.542549888643303	-1.921315050720026	-2.643732214688852	0.9576829938574514	5834.454678030303	AGU54477.1	RSAU_000639	phosphate transport regulator, putative	NA
lcl_CP006706.1_prot_AGU54479.1_595	5	lcl_CP006706.1_prot_AGU54479.1_595	lcl_CP006706.1_prot_AGU54479.1_595	[locus_tag=RSAU_000641] [protein=secretory antigen SsaA-like protein] [protein_id=AGU54479.1] [location=complement(692423..693220)] [gbkey=CDS] BLASTORTHO sp_Q2G0D4_SSAAL_STAA8 evalue=0	265	5	FALSE	FALSE	-1.229098914114851	-0.7381708137339262	0.7561062306654297	0.7507330448512841	0.7178638459190363	0.7220512562914891	3.676175404219739	4.004303564430049	5.39715299161008	2.059717218524245	3.243527842314583	4.558974178638863e-4	0.04364850524030275	0.01055888490512098	0.03122531422925896	0.0143335831859512	0.03731720496360149	1.372743027738848e-11	9.356498745791591e-8	6.179192811723688e-9	2.900189760968131e-4	1.628146748795211e-6	0.003982337142786153	0.1893163196408381	0.02150129343903182	0.06303395850455902	0.05791542395404608	0.2051842752573932	1.734296473072883e-10	1.159338354528216e-6	1.163904742626623e-7	0.001549788903517345	1.496458408819128e-5	-4.330250744493308	-2.179987332131866	2.873084602999768	2.349221460313511	2.727769563471316	2.259790006538085	15.81044680020695	8.855280674629475	10.68041271516251	4.549447626496647	7.170708795360898	5745.138168695652	AGU54479.1	RSAU_000641	secretory antigen SsaA-like protein	NA
